ID,Set,District,Block,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,TransIrriCost_per_Acre,StandingWater,Ganaura,Ganaura_per_Acre,CropOrgFYM,CropOrgFYM_per_Acre,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalDAP_per_Acre,BasalUrea,BasalUrea_per_Acre,MineralFertAppMethod,1tdUrea,1tdUrea_per_Acre,1appDaysUrea,2tdUrea,2tdUrea_per_Acre,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Harv_hand_rent_per_Acre,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield,Yield_per_Acre,LandPrepMethod_TractorPlough,LandPrepMethod_FourWheelTracRotavator,LandPrepMethod_WetTillagePuddling,LandPrepMethod_BullockPlough,LandPrepMethod_Other,NursDetFactor_CalendarDate,NursDetFactor_PreMonsoonShowers,NursDetFactor_IrrigWaterAvailability,NursDetFactor_LabourAvailability,NursDetFactor_SeedAvailability,TransDetFactor_LabourAvailability,TransDetFactor_CalendarDate,TransDetFactor_RainArrival,TransDetFactor_IrrigWaterAvailability,TransDetFactor_SeedlingAge,CropbasalFerts_Urea,CropbasalFerts_DAP,CropbasalFerts_Other,CropbasalFerts_NPK,CropbasalFerts_MoP,CropbasalFerts_NPKS,CropbasalFerts_SSP,CropbasalFerts_None,FirstTopDressFert_Urea,FirstTopDressFert_DAP,FirstTopDressFert_NPK,FirstTopDressFert_NPKS,FirstTopDressFert_SSP,FirstTopDressFert_Other,OrgFertilizers_Ganaura,OrgFertilizers_FYM,OrgFertilizers_VermiCompost,OrgFertilizers_Pranamrit,OrgFertilizers_Ghanajeevamrit,OrgFertilizers_Jeevamrit,OrgFertilizers_PoultryManure,Nb_of_NaN,k2label,k3label,k4label,k5label
ID_2CNQZRN8K9RM,train,Vaishali,Mahua,2022-06-26,4,Manual_PuddledRandom,2022-06-02,2022-07-08,2.0,1.0,Boring,Electric,230.0,1686.666666666666,2.0,0.0,,2.0,14.666666666666664,SoilApplied,3,9.0,65.99999999999997,0.0,,Broadcasting,9.0,65.99999999999997,24.0,6.0,43.99999999999999,65.0,Broadcasting,hand,2022-11-04,600.0,4399.999999999998,2022-11-19,machine,30,10,plowed_in_soil,0.1363636363636364,240.0,1759.999999999999,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_GYCK3VPXSYEJ,train,Vaishali,Mahua,2022-06-26,4,Manual_PuddledRandom,2022-06-26,2022-07-24,1.0,2.0,Boring,Electric,300.0,2199.999999999999,1.0,0.0,,1.0,7.333333333333331,SoilApplied,2,6.0,43.99999999999999,6.0,43.99999999999999,SoilApplied,6.0,43.99999999999999,23.0,0.0,,,Broadcasting,hand,2022-11-03,600.0,4399.999999999998,2022-11-13,hand,30,10,plowed_in_soil,0.1363636363636364,275.0,2016.666666666666,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,A,A,A,A
ID_9JQNXV08XG0J,train,Nalanda,Rajgir,2022-06-13,4,LineSowingAfterTillage,2022-06-20,2022-07-15,,5.0,Canal,Electric,,,4.0,0.0,,0.0,,,2,15.0,60.0,8.0,32.0,Broadcasting,15.0,60.0,37.0,0.0,,,Broadcasting,machine,2022-11-25,0.0,,2022-11-26,hand,28,40,plowed_in_soil,0.25,440.0,1760.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11,A,A,A,B
ID_G7ECFLG7GVUX,train,Jamui,Jamui,2022-07-08,4,Manual_PuddledRandom,2022-07-20,2022-08-17,4.0,5.0,Boring,Electric,500.0,1833.3333333333333,1.0,5.0,18.333333333333336,0.0,,Broadcasting,2,14.0,51.333333333333336,14.0,51.333333333333336,Broadcasting,7.0,25.666666666666668,7.0,0.0,,,Broadcasting,hand,2022-11-17,500.0,1833.3333333333333,2023-01-27,machine,26,10,plowed_in_soil,0.2727272727272727,480.0,1760.0000000000002,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,B,B,C
ID_DPIFMGKTRC6G,train,Jamui,Jamui,2022-07-22,4,Manual_PuddledRandom,2022-06-17,2022-07-24,3.0,5.0,Boring,Diesel,1000.0,2200.0000000000005,4.0,0.0,,0.0,,,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-30,90.0,198.00000000000003,2023-02-03,hand,29,10,plowed_in_soil,0.4545454545454545,750.0,1650.0000000000002,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,B,C,C,D
ID_U41RWXP6L5CC,train,Vaishali,Mahua,2022-07-15,5,Manual_PuddledRandom,2022-07-17,2022-08-12,1.0,2.0,Boring,Diesel,300.0,3300.0000000000005,3.0,0.0,,0.0,,,3,5.0,55.00000000000001,0.0,,SoilApplied,4.0,44.00000000000001,40.0,4.0,44.00000000000001,70.0,Broadcasting,hand,2022-10-07,400.0,4400.000000000001,2023-02-15,hand,30,10,plowed_in_soil,0.0909090909090909,1500.0,16500.000000000004,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,A,A,A,A
ID_LREO0SFN5ZEQ,train,Nalanda,Rajgir,2022-06-18,4,LineSowingAfterTillage,2022-06-22,2022-07-19,,4.0,Canal,Electric,,,4.0,0.0,,0.0,,,2,14.0,64.0,7.0,32.0,Broadcasting,14.0,64.0,38.0,0.0,,,Broadcasting,machine,2022-12-04,0.0,,2022-12-04,hand,27,40,plowed_in_soil,0.21875,350.0,1600.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11,A,A,A,B
ID_6EQAAPY96W6J,train,Jamui,Khaira,2022-07-23,4,Manual_PuddledLine,2022-06-29,2022-07-28,1.0,2.0,Boring,Electric,2.0,4.888888888888888,2.0,0.0,,2.0,4.888888888888888,SoilApplied,3,6.0,14.666666666666666,0.0,,Broadcasting,6.0,14.666666666666666,25.0,6.0,14.666666666666666,65.0,Broadcasting,hand,2022-12-01,800.0,1955.5555555555557,2022-12-23,hand,22,10,plowed_in_soil,0.4090909090909091,1000.0,2444.4444444444443,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_G2QMT7E4GFG8,train,Gaya,Wazirganj,2022-06-27,4,Manual_PuddledRandom,2022-06-22,2022-07-24,2.0,4.0,Boring,Electric,98.0,882.0,5.0,3.0,27.0,0.0,,SoilApplied,2,3.0,27.0,3.0,27.0,Broadcasting,3.0,27.0,25.0,0.0,,,Broadcasting,hand,2022-10-27,200.0,1800.0,2022-11-23,machine,25,10,plowed_in_soil,0.1111111111111111,250.0,2250.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_N3TCV29UAQE8,train,Nalanda,Rajgir,2022-07-14,6,Manual_PuddledRandom,2022-06-27,2022-07-15,2.0,5.0,Boring,Electric,84.0,268.8,4.0,3.0,9.6,0.0,,SoilApplied,2,10.0,32.0,0.0,,SoilApplied,20.0,64.0,20.0,0.0,,,Broadcasting,hand,2022-12-07,600.0,1920.0,2023-01-28,machine,25,10,plowed_in_soil,0.3125,1100.0,3520.0,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,4,A,A,A,A
ID_4D9EEBU9SX5H,train,Nalanda,Noorsarai,2022-07-08,4,Manual_PuddledRandom,2022-06-22,2022-07-12,1.0,4.0,Boring,Electric,200.0,640.0,5.0,0.0,,0.0,,,2,0.0,,10.0,32.0,Broadcasting,20.0,64.0,33.0,0.0,,,Broadcasting,hand,2022-11-04,500.0,1600.0,2023-01-07,machine,25,10,plowed_in_soil,0.3125,600.0,1920.0,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_TQHPHMHF27O2,train,Nalanda,Rajgir,2022-07-11,5,Manual_PuddledRandom,2022-06-19,2022-07-13,1.0,4.0,Boring,Electric,200.0,800.0,5.0,12.0,48.0,0.0,,SoilApplied,2,12.0,48.0,0.0,,Broadcasting,12.0,48.0,23.0,0.0,,,Broadcasting,hand,2022-12-10,560.0,2240.0,2023-02-20,machine,25,10,plowed_in_soil,0.25,560.0,2240.0,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,A,A,A,A
ID_K8FZ2FQDBZY9,train,Jamui,Khaira,2022-07-24,5,Manual_PuddledLine,2022-07-08,2022-08-01,1.0,2.0,Canal,,,,4.0,1.0,5.500000000000001,0.0,,SoilApplied,3,6.0,33.00000000000001,0.0,,Broadcasting,6.0,33.00000000000001,22.0,6.0,33.00000000000001,55.0,Broadcasting,hand,2022-11-04,200.0,1100.0000000000002,2022-12-20,machine,28,10,plowed_in_soil,0.1818181818181818,360.0,1980.0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5,A,A,A,A
ID_AOWNOGY6KISU,train,Jamui,Khaira,2022-07-21,5,Manual_PuddledRandom,2022-07-07,2022-07-28,5.0,1.0,Canal,,,,4.0,0.0,,0.0,,,3,0.0,,6.0,43.99999999999999,Broadcasting,4.0,29.333333333333325,22.0,6.0,43.99999999999999,68.0,Broadcasting,hand,2022-11-05,200.0,1466.6666666666663,2022-12-22,machine,28,10,plowed_in_soil,0.1363636363636364,270.0,1979.9999999999995,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,B
ID_FAZ9LPZVJLJB,train,Vaishali,Mahua,2022-06-25,4,Manual_PuddledRandom,2022-06-25,2022-07-31,2.0,3.0,Boring,Electric,430.0,3153.333333333332,1.0,1.0,7.333333333333331,0.0,,SoilApplied,3,9.0,65.99999999999997,0.0,,Broadcasting,9.0,65.99999999999997,20.0,6.0,43.99999999999999,65.0,Broadcasting,hand,2022-11-05,600.0,4399.999999999998,2022-11-20,hand,30,10,plowed_in_soil,0.1363636363636364,210.0,1539.9999999999995,True,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,A,A,A,A
ID_AUFLABU33PYZ,train,Vaishali,Mahua,2022-07-11,5,Manual_PuddledRandom,2022-07-13,2022-08-08,1.0,4.0,Boring,Electric,600.0,3300.0000000000005,2.0,0.0,,0.0,,SoilApplied,3,0.0,,0.0,,SoilApplied,8.0,44.00000000000001,42.0,8.0,44.00000000000001,72.0,Broadcasting,hand,2022-11-16,800.0,4400.000000000001,2022-11-23,hand,30,10,plowed_in_soil,0.1818181818181818,400.0,2200.0000000000005,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4,A,A,A,A
ID_OE19EUBQGWK9,train,Nalanda,Rajgir,2022-07-15,6,Manual_PuddledRandom,2022-06-23,2022-07-16,2.0,5.0,Boring,Electric,240.0,768.0,4.0,3.0,9.6,0.0,,SoilApplied,2,10.0,32.0,20.0,64.0,Broadcasting,20.0,64.0,20.0,0.0,,,Broadcasting,hand,2022-12-05,600.0,1920.0,2023-01-04,machine,13,10,plowed_in_soil,0.3125,1300.0,4160.0,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,A
ID_8OHA4VCF2GWV,train,Vaishali,Mahua,2022-06-28,6,Manual_PuddledRandom,2022-06-10,2022-07-15,2.0,2.0,Boring,Diesel,,,2.0,0.0,,0.0,,,1,20.0,110.0,20.0,110.0,SoilApplied,0.0,,,0.0,,,,hand,2022-10-20,500.0,2750.0000000000005,2022-10-30,hand,30,10,plowed_in_soil,0.1818181818181818,450.0,2475.0000000000005,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,A,A,A,A
ID_FX2UFYYDK0VC,train,Gaya,Gurua,2022-07-04,6,Manual_PuddledRandom,2022-07-04,2022-07-30,2.0,,Canal,,,,,2.0,5.400000000000001,0.0,,SoilApplied,2,20.0,54.000000000000014,0.0,,SoilApplied,20.0,54.000000000000014,45.0,0.0,,,Broadcasting,hand,2022-12-01,600.0,1620.0000000000002,2022-12-23,hand,25,10,plowed_in_soil,0.3703703703703703,890.0,2403.0000000000005,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9,A,A,A,A
ID_FTCLUK815GGN,train,Gaya,Gurua,2022-07-17,7,Manual_PuddledRandom,2022-06-23,2022-07-27,3.0,4.0,Boring,Electric,,,2.0,1.0,4.5,0.0,,SoilApplied,3,12.0,54.0,0.0,,Broadcasting,9.0,40.5,22.0,6.0,27.0,,Broadcasting,hand,2022-11-20,120.0,540.0,2022-12-31,machine,30,10,plowed_in_soil,0.2222222222222222,492.0,2214.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5,A,A,A,A
ID_QGSVIOMMP1Q4,train,Jamui,Jamui,2022-07-02,4,Manual_PuddledRandom,2022-06-21,2022-07-29,4.0,2.0,Boring,Electric,500.0,2200.0,3.0,2.0,8.799999999999999,0.0,,Broadcasting,2,0.0,,0.0,,Broadcasting,2.0,8.799999999999999,1.0,0.0,,,Broadcasting,hand,2022-11-30,90.0,396.0,2023-02-23,hand,28,10,plowed_in_soil,0.2272727272727273,350.0,1539.9999999999998,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,5,B,C,C,D
ID_7MUZGBYRDAPL,train,Nalanda,Rajgir,2022-07-25,6,LineSowingAfterTillage,2022-06-05,2022-07-28,,,,,,,4.0,15.0,60.0,0.0,,SoilApplied,2,12.0,48.0,0.0,,Broadcasting,16.0,64.0,35.0,0.0,,,Broadcasting,hand,2022-11-19,560.0,2240.0,2023-02-04,machine,22,10,plowed_in_soil,0.25,560.0,2240.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,12,A,A,A,A
ID_CZ4TXCN2XJ15,train,Jamui,Khaira,2022-07-24,3,Manual_PuddledRandom,2022-06-29,2022-07-30,3.0,2.0,Boring,Electric,,,9.0,0.0,,0.0,,,1,6.0,33.00000000000001,10.0,55.00000000000001,Broadcasting,0.0,,,0.0,,,,hand,2022-11-10,100.0,550.0000000000001,2022-12-30,hand,26,10,plowed_in_soil,0.1818181818181818,300.0,1650.0000000000002,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,A,B,B,B
ID_LDDOZXEIFRYR,train,Jamui,Jamui,2022-07-13,3,Manual_PuddledRandom,2022-07-14,2022-07-15,4.0,15.0,Boring,Electric,3000.0,11000.0,1.0,4.0,14.666666666666668,0.0,,Broadcasting,2,10.0,36.66666666666667,10.0,36.66666666666667,Broadcasting,0.0,,,0.0,,,Broadcasting,hand,2022-11-22,400.0,1466.6666666666667,2023-01-18,machine,26,10,plowed_in_soil,0.2727272727272727,4800.0,17600.0,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5,A,B,B,C
ID_J1L8UYGOMI07,train,Jamui,Jamui,2022-08-10,4,Manual_PuddledRandom,2022-07-14,2022-08-11,8.0,4.0,Boring,Electric,400.0,2200.0000000000005,2.0,0.0,,0.0,,,2,8.0,44.00000000000001,8.0,44.00000000000001,Broadcasting,8.0,44.00000000000001,30.0,0.0,,,Broadcasting,hand,2022-11-06,400.0,2200.0000000000005,2022-12-28,machine,28,10,plowed_in_soil,0.1818181818181818,320.0,1760.0000000000002,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,B,B,B
ID_82K0QNZFBI9Y,train,Nalanda,Noorsarai,2022-07-02,5,Manual_PuddledRandom,2022-06-14,2022-07-03,1.0,,,,,,5.0,0.0,,0.0,,,1,0.0,,20.0,64.0,Broadcasting,0.0,,,0.0,,,,hand,2022-10-24,1000.0,3200.0,2022-11-10,machine,25,10,plowed_in_soil,0.3125,600.0,1920.0,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,A,B,B,B
ID_4UZ2UCFKNZC8,train,Vaishali,Chehrakala,2022-07-22,4,Manual_PuddledRandom,2022-07-09,2022-08-04,1.0,4.0,Boring,Electric,400.0,1759.9999999999998,2.0,0.0,,0.0,,,2,7.0,30.8,0.0,,Broadcasting,12.0,52.8,28.0,0.0,,,Broadcasting,hand,2022-11-05,600.0,2639.9999999999995,2022-11-18,hand,30,10,plowed_in_soil,0.2272727272727273,450.0,1980.0,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,A
ID_2X0KRDI6DFQC,train,Vaishali,Garoul,2022-07-15,6,Manual_PuddledLine,2022-06-09,2022-07-16,1.0,21.0,Pond,Electric,2100.0,2200.0,1.0,0.0,,2000.0,2095.238095238095,SoilApplied,1,0.0,,42.0,44.0,Broadcasting,0.0,,,0.0,,,,hand,2022-10-15,2000.0,2095.238095238095,2022-10-30,hand,22,10,plowed_in_soil,0.9545454545454546,1890.0,1980.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7,A,A,A,A
ID_LXGMMI7EI9Z7,train,Nalanda,Rajgir,2022-07-05,5,LineSowingAfterTillage,2022-06-17,2022-07-07,,5.0,Boring,Electric,250.0,800.0,11.0,0.0,,0.0,,,2,10.0,32.0,20.0,64.0,SoilApplied,10.0,32.0,25.0,0.0,,,RootApplication,hand,2022-11-14,900.0,2880.0,2022-12-08,machine,25,10,plowed_in_soil,0.3125,600.0,1920.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,A,A,A,B
ID_FMPURQUNGI04,train,Vaishali,Mahua,2022-06-29,3,Manual_PuddledRandom,2022-07-04,2022-08-03,1.0,45.0,Boring,Electric,200.0,2200.0000000000005,2.0,0.0,,1.0,11.000000000000002,SoilApplied,2,4.0,44.00000000000001,4.0,44.00000000000001,SoilApplied,4.0,44.00000000000001,25.0,0.0,,,Broadcasting,hand,2022-11-02,200.0,2200.0000000000005,2022-11-12,hand,30,10,plowed_in_soil,0.0909090909090909,160.0,1760.0000000000002,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,A,A,A,A
ID_N8ZHNO3WQYBT,train,Jamui,Khaira,2022-07-23,5,Manual_PuddledRandom,2022-07-04,2022-07-28,3.0,2.0,Canal,,,,5.0,1.0,5.500000000000001,0.0,,SoilApplied,3,6.0,33.00000000000001,0.0,,Broadcasting,6.0,33.00000000000001,22.0,6.0,33.00000000000001,63.0,Broadcasting,hand,2022-11-10,150.0,825.0000000000001,2022-12-23,machine,25,10,plowed_in_soil,0.1818181818181818,240.0,1320.0000000000002,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5,A,A,A,A
ID_OS5Z4DAJFL71,train,Nalanda,Rajgir,2022-07-17,6,LineSowingAfterTillage,2022-07-02,2022-07-21,,5.0,Boring,Electric,400.0,800.0,4.0,0.0,,0.0,,,2,16.0,32.0,32.0,64.0,Broadcasting,32.0,64.0,25.0,0.0,,,Broadcasting,hand,2022-11-26,400.0,800.0,2022-12-11,machine,25,10,plowed_in_soil,0.5,680.0,1360.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,8,A,A,A,B
ID_Y84SFD2C5ZUB,train,Vaishali,Chehrakala,2022-07-18,5,Manual_PuddledRandom,2022-07-10,2022-08-06,1.0,2.0,Boring,Diesel,400.0,4400.000000000001,1.0,0.0,,1.0,11.000000000000002,SoilApplied,1,0.0,,5.0,55.00000000000001,Broadcasting,0.0,,,0.0,,,,hand,2022-10-19,200.0,2200.0000000000005,2022-10-28,machine,25,10,plowed_in_soil,0.0909090909090909,150.0,1650.0000000000002,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7,A,A,A,B
ID_5FTR1YXU4W2L,train,Nalanda,Rajgir,2022-07-05,5,Manual_PuddledRandom,2022-06-23,2022-07-08,2.0,6.0,Boring,Electric,180.0,480.0,2.0,1.0,2.6666666666666665,0.0,,SoilApplied,2,9.0,24.0,5.0,13.333333333333334,Broadcasting,20.0,53.333333333333336,40.0,0.0,,,Broadcasting,hand,2022-11-22,1200.0,3200.0,2022-12-29,machine,24,10,plowed_in_soil,0.375,755.0,2013.3333333333333,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_532TE3RO7ZSD,train,Jamui,Khaira,2022-07-30,4,Manual_PuddledLine,2022-07-07,2022-08-04,1.0,5.0,Boring,Diesel,580.0,750.5882352941177,3.0,0.0,,3.0,3.882352941176471,SoilApplied,3,18.0,23.294117647058822,0.0,,Broadcasting,16.0,20.705882352941178,23.0,18.0,23.294117647058822,63.0,Broadcasting,hand,2022-12-01,1600.0,2070.5882352941176,2023-01-19,hand,22,10,plowed_in_soil,0.7727272727272727,1800.0,2329.4117647058824,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_TMU61Y5M8A0X,train,Vaishali,Mahua,2022-06-09,5,Manual_PuddledRandom,2022-06-07,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2200.0000000000005,2.0,0.0,,1.0,11.000000000000002,Broadcasting,3,2.0,22.000000000000004,0.0,,Broadcasting,4.0,44.00000000000001,25.0,4.0,44.00000000000001,45.0,Broadcasting,hand,2022-10-13,400.0,4400.000000000001,2022-10-27,hand,30,10,plowed_in_soil,0.0909090909090909,4.0,44.00000000000001,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_0QCJGORHI0UE,train,Gaya,Gurua,2022-07-18,8,Manual_PuddledRandom,2022-06-25,2022-08-01,3.0,4.0,Boring,Electric,80.0,432.0,2.0,0.0,,0.0,,,3,10.0,53.99999999999999,0.0,,Broadcasting,10.0,53.99999999999999,22.0,5.0,27.0,6.0,Broadcasting,hand,2022-11-18,120.0,647.9999999999999,2022-12-30,machine,25,10,plowed_in_soil,0.1851851851851852,400.0,2160.0,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,A,A,A,A
ID_EM14G0DMCFA2,train,Jamui,Khaira,2022-07-22,4,Manual_PuddledLine,2022-07-01,2022-07-27,1.0,2.0,Boring,Diesel,200.0,628.5714285714286,2.0,0.0,,2.0,6.285714285714286,SoilApplied,3,6.0,18.857142857142858,0.0,,SoilApplied,6.0,18.857142857142858,25.0,6.0,18.857142857142858,65.0,Broadcasting,hand,2022-12-01,500.0,1571.4285714285716,2022-12-23,hand,22,10,plowed_in_soil,0.3181818181818182,600.0,1885.7142857142856,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_OEKATNUUEAUP,train,Vaishali,Mahua,2022-07-17,4,Manual_PuddledRandom,2022-06-20,2022-07-20,2.0,2.0,Boring,Diesel,,,,0.0,,0.0,,,2,20.0,110.0,15.0,82.50000000000001,SoilApplied,15.0,82.50000000000001,25.0,0.0,,,SoilApplied,hand,2022-10-10,500.0,2750.0000000000005,2022-10-25,hand,25,10,plowed_in_soil,0.1818181818181818,500.0,2750.0000000000005,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,A,A,A,A
ID_QI5E53QVJ3HU,train,Vaishali,Garoul,2022-06-28,6,LineSowingAfterTillage,2022-06-28,2022-07-20,,5.0,Canal,Electric,300.0,1100.0,2.0,0.0,,0.0,,,2,12.0,44.0,12.0,44.0,SoilApplied,0.0,,,0.0,,,Broadcasting,hand,2022-10-13,200.0,733.3333333333334,2022-10-20,hand,22,10,plowed_in_soil,0.2727272727272727,540.0,1980.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,10,A,A,A,B
ID_3GR2JLFDLQ6A,train,Jamui,Jamui,2022-08-07,4,Manual_PuddledRandom,2022-07-06,2022-08-13,4.0,10.0,Boring,Electric,2000.0,11000.000000000002,1.0,4.0,22.000000000000004,0.0,,Broadcasting,2,10.0,55.00000000000001,10.0,55.00000000000001,Broadcasting,0.0,,,0.0,,,Broadcasting,hand,2022-11-23,200.0,1100.0000000000002,2023-01-26,machine,26,10,plowed_in_soil,0.1818181818181818,320.0,1760.0000000000002,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5,A,B,B,C
ID_VOJ06C60XYMX,train,Jamui,Khaira,2022-07-18,3,Manual_PuddledRandom,2022-06-29,2022-07-20,4.0,3.0,Canal,,,,13.0,0.0,,2.0,5.500000000000001,SoilApplied,1,12.0,33.00000000000001,16.0,44.00000000000001,Broadcasting,0.0,,,0.0,,,,hand,2022-11-24,100.0,275.00000000000006,2022-12-21,machine,25,10,plowed_in_soil,0.3636363636363636,650.0,1787.5000000000002,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9,A,B,B,B
